LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioMaizUSD,SuperficieSembradaMaizSantaFe,SuperficieSembradaMaizBuenosAires,SuperficieSembradaMaizCordoba,SuperficieCosechadaMaizSantaFe,SuperficieCosechadaMaizBuenosAires,SuperficieCosechadaMaizCordoba,ProduccionMaizSantaFe,ProduccionMaizBuenosAires,ProduccionMaizCordoba,RendimientoMaizSantaFe,RendimientoMaizBuenosAires,RendimientoMaizCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionMaizDiaAnterior,VariacionMaizTresDia,VariacionMaizSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasMaiz,PrecioPromedioSesentaDiasMaiz,PrecioPromedioNoventaDiasMaiz,PrecioRealDiaSiguiente,
0,0,0,2.96,76.1824,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.1307,0.093,0.0422,6.2,0,0,6.2,0,0,6.3,9.5,0,6.5,12,0,11,53.6,0,75.4507,76.4474,79.82,77.0847,0.9023
0,0,0,2.95,76.9152,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0096,0.1029,0.0503,6.2,0,0,6.2,0,0,6.3,9.5,0,6.5,12,0,11,53.6,0,75.4839,76.3395,79.6733,76.9491,0.0339
0,0,0,2.94,78.2312,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0171,0.0645,0.0638,0.2,0,0,0.2,0,0,6.3,4,0,6.5,12,0,11,53.6,0,75.5461,76.271,79.5179,75.3378,2.8934
0,0,0,2.95,77.0847,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0146,-0.0003,0.0436,0,0,0,0,0,0,6.3,4,0,6.5,12,0,11,53.6,0,75.658,76.3136,79.4076,75.3378,1.7469
0,0,0,2.95,76.9491,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0017,-0.0059,0.0408,0,0,0,0,0,0,6.3,3.4,0,6.5,12,0,11,53.6,0,75.6432,76.33,79.2515,73.4797,3.4694
0,0,0,2.96,75.3378,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0209,-0.0269,0.0173,0,0,0,0,0,0,6.2,0,0,6.3,9.5,0,6.9,45.1,0,75.4696,76.2037,79.2177,73.8983,1.4395
0,0,0,2.96,75.3378,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0,-0.0146,-0.0013,0,0,0,0,0,0,6.2,0,0,6.3,9.5,0,6.8,45.1,0,75.4639,76.2112,79.0665,73.6486,1.6892
0,0,0,2.96,73.4797,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0246,-0.0315,-0.0404,0,0,0,0,0,0,6.2,0,0,6.3,9.5,0,6.8,45.1,0,75.4586,76.1683,78.856,75.5932,2.1135
0,0,0,2.95,73.8983,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0056,-0.0109,-0.03,0,0,0,0,0,0,6.2,0,0,6.3,9.5,0,6.8,45,0,75.2515,76.1099,78.5731,75.4915,1.5932
0,0,0,2.96,73.6486,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0033,-0.0079,-0.0278,0,0,0,0,0,0,6.2,0,0,6.3,9.5,0,6.8,45,0,75.082,76.0628,78.3001,75.17,1.5214
0,0,0,2.95,75.5932,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0264,0.026,0.0064,0,0,0,0,0,0,6.2,0,0,6.3,9.5,0,6.5,12,0,74.9364,75.9305,78.0531,73.7755,1.8177
2.9,0,0,2.95,75.4915,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0013,0.0149,0.008,0,0,0,0,0,0,6.2,0,0,6.3,9.5,0,6.5,12,0,74.965,75.8749,77.8347,74.1496,1.3419
0.8,0,0,2.94,75.17,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0042,0.0034,0.0065,2.9,0,0,2.9,0,0,9.1,0,0,9.2,9.5,0,9.4,12,0,74.9869,75.8518,77.6858,88.4353,13.2653
0,0,0,2.94,73.7755,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0185,-0.0217,-0.0118,3.7,0,0,3.7,0,0,9.9,0,0,10,4,0,10.2,12,0,74.9624,75.837,77.5177,79.9319,6.1564
0,0,0,2.94,74.1496,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.005,-0.0088,-0.0038,3.7,0,0,3.7,0,0,9.9,0,0,10,4,0,10.2,12,0,74.8692,75.6662,77.3297,73.3447,0.8049
0,0,0.3,2.94,88.4353,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.1926,0.1892,0.1865,3.7,0,0,3.7,0,0,9.9,0,0,10,3.4,0,10.2,12,0,74.7577,75.623,77.2836,74.4027,14.0326
0.2,0,2,2.94,79.9319,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0961,0.0145,0.0433,3.7,0.3,0,3.7,0.3,0,9.9,0.3,0,10,0.7,0,10.2,12.3,0,75.2612,75.8798,77.1957,75.0853,4.8466
0.2,0,0,2.93,73.3447,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0824,-0.0927,-0.0536,3.9,2.3,0,3.9,2.3,0,10.1,2.3,0,10.1,2.3,0,10.4,11.8,0,75.4695,75.946,77.1047,73.4812,0.1365
12.2,0,2,2.93,74.4027,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0144,-0.0765,-0.036,4.1,2.3,0,4.1,2.3,0,10.3,2.3,0,10.3,2.3,0,10.4,11.8,0,75.3845,75.8675,76.9188,77.0989,2.6962
0,0,0,2.93,75.0853,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0091,-0.0106,-0.0252,13.4,4.3,0,13.4,4.3,0,22.5,4.3,0,22.5,4.3,0,22.6,13.8,0,75.3468,75.7934,76.7441,68.0887,6.9966
1.5,0,10,2.93,73.4812,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0213,-0.0107,-0.0459,12.6,10.3,0,12.6,10.3,0,16.5,10.3,0,22.5,10.3,0,22.6,19.8,0,75.3641,75.6851,76.6481,72.5938,0.8874
0,0,0,2.93,77.0989,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0492,0.0373,0.0015,14.1,20.3,0,14.1,20.3,0,17.8,20.3,0,24,20.3,0,24.1,29.8,0,75.2641,75.5943,76.6022,73.6518,3.4471
0,0,4.5,2.93,68.0887,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.1168,-0.0948,-0.1202,13.9,18,0,13.9,18,0,17.8,20.3,0,24,20.3,0,24.1,29.8,0,75.2522,75.6745,76.5039,73.0952,5.0065
8.6,0,0,2.93,72.5938,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0661,-0.004,-0.0254,13.7,22.5,0,13.7,22.5,0,17.8,24.8,0,24,24.8,0,24.1,34.3,0,75.3536,75.5423,76.2949,74.0614,1.4676
0,0,0,2.93,73.6518,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0145,0.0145,0.0028,10.1,20.5,0,10.1,20.5,0,26.4,24.8,0,32.6,24.8,0,32.7,34.3,0,75.5711,75.5149,76.1426,72.6369,1.0149
0,0,0,2.94,73.0952,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0075,0.0231,-0.0053,10.1,20.5,0,10.1,20.5,0,26.4,24.8,0,32.6,24.8,0,32.7,34.3,0,75.4656,75.4744,76.0356,73.5273,0.4321
0,0,26.5,2.93,74.0614,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0132,0.0129,0.0103,10.1,14.5,0,10.1,14.5,0,26.4,24.8,0,32.6,24.8,0,32.7,28.8,0,75.3065,75.4238,75.9355,73.6301,0.4313
19.6,0,0,2.92,72.6369,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0192,-0.0131,-0.007,16.6,44,0,16.6,44,0,34.4,64.3,0,40.6,64.3,0,40.7,64.7,0,74.9614,75.3284,75.8539,71.9178,0.7191
0,0,0,2.92,73.5273,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0122,0.0035,0.0067,36.2,39.5,0,36.2,39.5,0,54,64.3,0,60.2,64.3,0,60.2,64.3,0,74.8604,75.2225,75.7572,70.4109,3.1164
0,0,0,2.92,73.6301,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0013,0.003,0.0152,27.6,39.5,0,27.6,39.5,0,54,64.3,0,60.2,64.3,0,60.2,64.3,0,74.8048,75.1228,75.7172,71.843,1.7871
0,0,0,2.92,71.9178,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0232,-0.0183,-0.019,27.6,39.5,0,27.6,39.5,0,54,64.3,0,60.2,64.3,0,60.2,64.3,0,74.7337,75.091,75.6973,71.6382,0.2796
0,0,4,2.92,70.4109,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0209,-0.0357,-0.0383,27.6,39.5,0,27.6,39.5,0,54,64.3,0,60.2,64.3,0,60.2,64.3,0,74.5912,75.0249,75.6197,71.6723,1.2614
0,0,0,2.93,71.843,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0203,-0.0019,-0.0125,44.1,4,0,44.1,4,0,78.5,68.3,0,78.5,68.3,0,84.7,68.3,0,74.526,74.7466,75.5187,70.7482,1.0948
0,0,0,2.93,71.6382,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0028,0.0034,-0.0129,24.5,4,0,24.5,4,0,78.5,68.3,0,78.5,68.3,0,84.7,68.3,0,74.4094,74.6541,75.4322,69.0443,2.5939
0,0,0,2.93,71.6723,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0004,0.0052,-0.0077,24.5,4,0,24.5,4,0,78.5,68.3,0,78.5,68.3,0,84.7,68.3,0,74.2939,74.6012,75.3613,68.2593,3.413
0,0,0,2.94,70.7482,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0128,-0.0135,-0.0186,24.5,4,0,24.5,4,0,78.5,68.3,0,78.5,68.3,0,84.7,68.3,0,74.1305,74.5389,75.2682,67.7054,3.0428
0,0,2.5,2.93,69.0443,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.024,-0.0323,-0.0369,24.5,4,0,24.5,4,0,75.6,68.3,0,78.5,68.3,0,84.7,68.3,0,73.9329,74.4599,75.1844,66.4041,2.6402
0,0,0,2.93,68.2593,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0113,-0.0316,-0.0391,34,2.5,0,34,2.5,0,108.8,70.8,0,112.5,70.8,0,118.7,70.8,0,73.6518,74.2288,74.9853,66.7465,1.5128
0,0,82,2.92,67.7054,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0081,-0.0237,-0.0398,34,2.5,0,34,2.5,0,108.8,70.5,0,112.5,70.8,0,118.7,70.8,0,72.7347,74.0529,74.8623,66.7465,0.9589
19,0,0,2.92,66.4041,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0192,-0.0282,-0.0531,34,84.5,0,34,84.5,0,108.6,150.5,0,112.5,152.8,0,118.7,152.8,0,72.1789,73.8958,74.7272,86.9178,20.5137
6.6,0,2,2.92,66.7465,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0051,-0.0105,-0.0375,53,84.5,0,53,84.5,0,127.4,150.5,0,131.5,152.8,0,137.7,152.8,0,71.8634,73.7364,74.5721,66.5529,0.1936
0,0,0,2.92,66.7465,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0,-0.003,-0.0277,59.6,86.5,0,59.6,86.5,0,121.8,150.5,0,138.1,154.8,0,144.3,154.8,0,71.5154,73.5907,74.4093,66.5529,0.1936
0,0,0,2.92,86.9178,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.3022,0.3044,0.2791,59.6,84,0,59.6,84,0,121.8,150.5,0,138.1,154.8,0,144.3,154.8,0,71.1364,73.4142,74.2134,68.0887,18.8291
0,0,0,2.93,66.5529,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.2343,-0.0941,-0.0527,25.6,84,0,25.6,84,0,120.3,134.5,0,138.1,154.8,0,138.1,154.8,0,71.7472,73.6179,74.3496,67.1331,0.5802
0,0,0,2.93,66.5529,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0,-0.0933,-0.0479,25.6,84,0,25.6,84,0,120.3,134.5,0,138.1,154.8,0,138.1,154.8,0,71.2678,73.4044,74.218,67.4657,0.9128
0,0,0,2.93,68.0887,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.023,-0.0716,-0.0225,25.6,2,0,25.6,2,0,120.3,134.5,0,138.1,154.8,0,138.1,154.8,0,71.0628,73.2021,74.1147,69.6563,1.5676
0,0,0,2.93,67.1331,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.014,0.001,-0.037,6.6,2,0,6.6,2,0,120.3,130,0,138.1,154.8,0,138.1,154.8,0,71.0628,73.2538,74.0271,68.7285,1.5954
0,0,0,2.92,67.4657,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0049,0.003,-0.0337,0,0,0,0,0,0,111.7,130,0,138.1,154.8,0,138.1,154.8,0,70.8254,73.2487,73.9287,70.2422,2.7765
0.1,0,7.5,2.91,69.6563,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0324,0.0309,-0.0038,32.7,8,0,32.7,8,0,144.4,111.5,0,167.1,162.8,0,170.8,162.8,0,70.2686,72.8628,73.8351,69.3448,0.3115
0,0,0,2.91,68.7285,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0133,0.0094,-0.0228,32.8,15.5,0,32.8,15.5,0,136.5,119,0,167.2,170.3,0,170.9,170.3,0,70.2408,72.6977,73.7222,68.2817,0.4468
0,0,0,2.89,70.2422,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.022,0.0236,0.0369,32.8,15.5,0,32.8,15.5,0,136.5,106,0,167.2,170,0,170.9,170.3,0,70.175,72.5151,73.6106,67.6632,2.579
0,0,0,2.9,69.3448,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0127,-0.0028,0.0157,32.8,15.5,0,32.8,15.5,0,116.9,106,0,167,168,0,170.9,170.3,0,70.0709,72.4656,73.5053,67.931,1.4138
0,0,0,2.91,68.2817,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0153,-0.0166,-0.0055,32.8,15.5,0,32.8,15.5,0,116.9,106,0,166.8,168,0,170.9,170.3,0,69.8891,72.3992,73.3782,68.7931,0.5114
0,0,0.5,2.91,67.6632,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.009,-0.0234,-0.0149,0.1,7.5,0,0.1,7.5,0,116.9,102,0,154.6,160,0,170.9,170.3,0,69.5129,72.1531,73.2308,68.9655,1.3023
6.6,0,10,2.9,67.931,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0039,-0.0072,-0.0121,0,0.5,0,0,0.5,0,92.4,102.5,0,153.1,150.5,0,170.9,170.8,0,69.4288,72.0146,73.0815,70.5517,2.6207
10.1,0,0,2.9,68.7931,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0126,0.0122,-0.0006,6.6,10.5,0,6.6,10.5,0,99,112.5,0,159.7,160.5,0,177.5,180.8,0,69.3637,71.8875,72.9523,68.0068,0.7863
0,0,4.5,2.9,68.9655,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0025,0.0122,0.0036,16.7,10.5,0,16.7,10.5,0,109.1,112.5,0,169.8,160.5,0,187.6,180.8,0,69.2311,71.8202,72.8465,68.6941,0.2714
22,0,11,2.9,70.5517,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0229,0.029,0.0262,16.7,15,0,16.7,15,0,109.1,117,0,169.8,160.5,0,187.6,185.3,0,69.1149,71.7595,72.7724,70.6896,0.1379
0,0,0,2.91,68.0068,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.036,-0.0205,-0.0113,38.7,26,0,38.7,26,0,131.1,125.5,0,183.2,171.5,0,205.9,196.3,0,68.9871,71.4887,72.697,70.1712,2.1644
0,0,0,2.91,68.6941,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0101,-0.0069,0.0013,38.7,25.5,0,38.7,25.5,0,97.1,125.5,0,183.2,145,0,205.9,196.3,0,68.9426,71.3606,72.5809,69.7278,1.0337
0,0,0,2.9,70.6896,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.029,0.0232,0.0295,32.1,15.5,0,32.1,15.5,0,97.1,125.5,0,175.2,145,0,205.9,196.3,0,68.9318,71.2393,72.4631,89.9659,19.2763
0,0,55.5,2.92,70.1712,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0073,0.015,0.0156,22,15.5,0,22,15.5,0,97.1,125.5,0,175.2,132,0,205.9,196,0,69.0374,70.845,72.3811,89.2857,19.1145
52,0,25,2.94,69.7278,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0063,-0.0017,0.0045,22,66.5,0,22,66.5,0,97.1,99,0,155.6,187.5,0,205.7,249.5,0,69.1446,70.6281,72.3121,70.3728,0.645
0,0,0,2.94,89.9659,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.2902,0.2816,0.2936,52,80.5,0,52,80.5,0,130.1,124,0,207.6,212.5,0,257.5,274.5,0,69.2892,70.5477,72.2751,68.5034,21.4625
0,0,2,2.94,89.2857,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0075,0.1652,0.2307,52,80.5,0,52,80.5,0,123.5,122,0,207.6,212.5,0,245.3,272.5,0,70.2987,70.8935,72.5243,74.7959,14.4898
0,0,0.2,2.95,70.3728,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.2118,-0.152,-0.0644,52,82.5,0,52,82.5,0,123.5,124,0,207.6,214.5,0,245.3,274.5,0,71.2787,71.2091,72.7224,68.0612,2.3116
0.2,0,4.5,2.94,68.5034,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0265,-0.1767,-0.0933,52,82.7,0,52,82.7,0,123.5,124.2,0,207.6,210.7,0,245.3,268.7,0,70.5593,71.1909,72.6603,67.7551,0.7483
2,0,0,2.94,74.7959,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0918,-0.0165,-0.0097,52.2,87.2,0,52.2,87.2,0,123.7,128.7,0,183.3,215.2,0,244,263.2,0,70.4736,71.0827,72.555,67.0068,7.7891
0,0,0,2.94,68.0612,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.09,-0.0444,-0.1058,54.2,87.2,0,54.2,87.2,0,125.7,128.7,0,185.3,215.2,0,246,263.2,0,70.8171,71.0326,72.5298,68.8395,0.7783
0,0,0,2.94,67.7551,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0044,-0.0383,-0.1063,54.2,31.7,0,54.2,31.7,0,125.7,128.7,0,185.3,215.2,0,246,263.2,0,70.8799,70.9694,72.4171,68.6734,0.9183
0,0,0,2.94,67.0068,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.011,-0.0455,-0.1128,2.2,6.7,0,2.2,6.7,0,125.7,128.7,0,185.3,215.2,0,246,258.7,0,70.866,70.9623,72.4467,68.9115,1.9047
0,0,0.9,2.93,68.8395,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0273,0.0182,-0.0472,2.2,4.7,0,2.2,4.7,0,125.7,128.7,0,185.3,215.2,0,237.4,258.7,0,71.0084,70.7824,72.3881,67.8305,1.009
0,0,0,2.94,68.6734,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0024,0.0118,-0.0095,2.2,5.4,0,2.2,5.4,0,125.7,123.6,0,185.3,213.6,0,237.4,259.6,0,70.918,70.6899,72.2727,68.1292,0.5442
28,0,3.5,2.94,68.9115,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0034,0.0108,-0.0025,2,0.9,0,2,0.9,0,93,121.6,0,151.3,213.6,0,237.4,233.1,0,70.8282,70.5728,72.1362,69.0068,0.0953
0,0,0,2.95,67.8305,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0156,-0.0142,-0.019,28,4.4,0,28,4.4,0,120.9,117.6,0,179.3,217.1,0,257.4,236.6,0,70.7984,70.5374,72.0194,68.9419,1.1114
0,0,1,2.94,68.1292,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0044,-0.005,-0.0003,28,4.4,0,28,4.4,0,120.9,117.6,0,179.3,217.1,0,257.4,223.6,0,70.7625,70.481,71.8892,69.2808,1.1516
0,0,0,2.92,69.0068,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0128,0.0104,0.0123,54,5.4,0,54,5.4,0,146.9,118.6,0,179.7,134.1,0,263.8,224.6,0,70.8402,70.2483,71.7862,69.4158,0.409
0,0,0,2.93,68.9419,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0009,0.009,0.0087,54,4.5,0,54,4.5,0,146.9,118.6,0,179.7,134.1,0,263.8,224.6,0,70.7638,70.1851,71.6957,68.4931,0.4488
0,0,0,2.92,69.2808,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0049,0.0085,0.0096,54,4.5,0,54,4.5,0,146.9,118.6,0,179.7,134.1,0,263.8,220.6,0,70.6909,70.1531,71.6309,66.3265,2.9543
0,0,14,2.91,69.4158,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,0.0019,0.0049,0.0106,26,1,0,26,1,0,146.9,118.1,0,179.7,134.1,0,239.3,220.6,0,70.7556,70.1346,71.5649,65.6122,3.8036
0,0,0,2.92,68.4931,390.55,5990.33,738.83,339.2,10750.272,608.985,2558.86,4998.61,3941.2,130.65,677.543,126.95,82,401,12,-0.0132,-0.0103,-0.0042,2.7,14,0,2.7,14,0,110.9,106.6,0,182.4,148.1,0,242,234.6,0,71.0029,70.013,71.4452,64.6258,3.8673
